id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2
402,2014,Mohali,2014-04-04,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,normal,0,Chennai Super Kings,0,4,MS Dhoni,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
403,2014,Kolkata,2014-04-05,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,74,0,AB de Villiers,Eden Gardens,Umpire A,Umpire B
404,2014,Delhi,2014-04-06,Mumbai Indians,Punjab Kings,Punjab Kings,bat,normal,0,Punjab Kings,48,0,V Kohli,Arun Jaitley Stadium,Umpire A,Umpire B
405,2014,Bangalore,2014-04-05,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,4,HH Pandya,M Chinnaswamy Stadium,Umpire A,Umpire B
406,2014,Hyderabad,2014-04-09,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,no result,0,,0,0,KA Pollard,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
407,2014,Jaipur,2014-04-12,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,normal,0,Delhi Capitals,0,6,KS Williamson,Sawai Mansingh Stadium,Umpire A,Umpire B
408,2014,Hyderabad,2014-04-07,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Mumbai Indians,74,0,CH Gayle,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
409,2014,Mumbai,2014-04-17,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,normal,0,Kolkata Knight Riders,0,5,RG Sharma,Wankhede Stadium,Umpire A,Umpire B
410,2014,Pune,2014-04-27,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,normal,0,Kolkata Knight Riders,4,0,SR Watson,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
411,2014,Mumbai,2014-04-15,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,SK Raina,Wankhede Stadium,Umpire A,Umpire B
412,2014,Delhi,2014-04-19,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Rajasthan Royals,72,0,RG Sharma,Arun Jaitley Stadium,Umpire A,Umpire B
413,2014,Ahmedabad,2014-04-23,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,normal,0,Punjab Kings,27,0,JM Bairstow,Narendra Modi Stadium,Umpire A,Umpire B
414,2014,Chennai,2014-04-01,Gujarat Titans,Delhi Capitals,Gujarat Titans,bat,normal,0,Gujarat Titans,21,0,DA Warner,MA Chidambaram Stadium,Umpire A,Umpire B
415,2014,Kolkata,2014-04-21,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,field,normal,0,Royal Challengers Bangalore,0,2,DA Warner,Eden Gardens,Umpire A,Umpire B
416,2014,Bangalore,2014-04-22,Punjab Kings,Delhi Capitals,Punjab Kings,field,normal,0,Punjab Kings,0,2,Q de Kock,M Chinnaswamy Stadium,Umpire A,Umpire B
417,2014,Hyderabad,2014-04-26,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,normal,0,Lucknow Super Giants,0,4,SK Raina,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
418,2014,Pune,2014-04-12,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,normal,0,Lucknow Super Giants,30,0,V Kohli,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
419,2014,Bangalore,2014-04-17,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Chennai Super Kings,56,0,RR Pant,M Chinnaswamy Stadium,Umpire A,Umpire B
420,2014,Mumbai,2014-04-24,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,normal,0,Punjab Kings,30,0,SR Watson,Wankhede Stadium,Umpire A,Umpire B
421,2014,Chennai,2014-04-25,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,20,0,SK Raina,MA Chidambaram Stadium,Umpire A,Umpire B
422,2014,Ahmedabad,2014-04-21,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,9,RG Sharma,Narendra Modi Stadium,Umpire A,Umpire B
423,2014,Hyderabad,2014-04-11,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,33,0,S Dhawan,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
424,2014,Ahmedabad,2014-04-10,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,RG Sharma,Narendra Modi Stadium,Umpire A,Umpire B
425,2014,Hyderabad,2014-04-18,Gujarat Titans,Punjab Kings,Gujarat Titans,field,normal,0,Gujarat Titans,0,7,Q de Kock,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
426,2014,Chennai,2014-04-01,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,normal,0,Delhi Capitals,41,0,RR Pant,MA Chidambaram Stadium,Umpire A,Umpire B
427,2014,Ahmedabad,2014-04-15,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,field,no result,0,,0,0,RG Sharma,Narendra Modi Stadium,Umpire A,Umpire B
428,2014,Jaipur,2014-04-06,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,bat,normal,0,Punjab Kings,4,0,AB de Villiers,Sawai Mansingh Stadium,Umpire A,Umpire B
429,2014,Chennai,2014-04-16,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,JM Bairstow,MA Chidambaram Stadium,Umpire A,Umpire B
430,2014,Hyderabad,2014-04-04,Gujarat Titans,Chennai Super Kings,Gujarat Titans,field,normal,0,Chennai Super Kings,0,9,Q de Kock,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
431,2014,Hyderabad,2014-04-26,Gujarat Titans,Rajasthan Royals,Gujarat Titans,bat,normal,0,Gujarat Titans,61,0,JM Bairstow,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
432,2014,Bangalore,2014-04-06,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,normal,0,Delhi Capitals,55,0,SR Watson,M Chinnaswamy Stadium,Umpire A,Umpire B
433,2014,Delhi,2014-04-11,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,field,normal,0,Kolkata Knight Riders,0,9,KA Pollard,Arun Jaitley Stadium,Umpire A,Umpire B
434,2014,Mohali,2014-04-20,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,6,JM Bairstow,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
435,2014,Ahmedabad,2014-04-08,Gujarat Titans,Punjab Kings,Punjab Kings,bat,normal,0,Gujarat Titans,67,0,AB de Villiers,Narendra Modi Stadium,Umpire A,Umpire B
436,2014,Mohali,2014-04-29,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,6,RG Sharma,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
437,2014,Delhi,2014-04-21,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,CH Gayle,Arun Jaitley Stadium,Umpire A,Umpire B
438,2014,Chennai,2014-04-28,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,7,DA Warner,MA Chidambaram Stadium,Umpire A,Umpire B
439,2014,Mumbai,2014-04-09,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Rajasthan Royals,48,0,IS Sodhi,Wankhede Stadium,Umpire A,Umpire B
440,2014,Mohali,2014-04-07,Gujarat Titans,Delhi Capitals,Gujarat Titans,bat,normal,0,Gujarat Titans,9,0,RG Sharma,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
441,2014,Chennai,2014-04-01,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,35,0,G Gambhir,MA Chidambaram Stadium,Umpire A,Umpire B
442,2014,Ahmedabad,2014-04-23,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,0,7,CH Gayle,Narendra Modi Stadium,Umpire A,Umpire B
443,2014,Chennai,2014-04-02,Punjab Kings,Chennai Super Kings,Punjab Kings,field,normal,0,Punjab Kings,0,3,SR Watson,MA Chidambaram Stadium,Umpire A,Umpire B
444,2014,Hyderabad,2014-04-04,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,2,KS Williamson,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
445,2014,Bangalore,2014-04-03,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,normal,0,Delhi Capitals,0,2,S Dhawan,M Chinnaswamy Stadium,Umpire A,Umpire B
446,2014,Kolkata,2014-04-17,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,field,normal,0,Lucknow Super Giants,0,6,AB de Villiers,Eden Gardens,Umpire A,Umpire B
447,2014,Ahmedabad,2014-04-12,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,field,normal,0,Lucknow Super Giants,0,8,S Dhawan,Narendra Modi Stadium,Umpire A,Umpire B
448,2014,Bangalore,2014-04-03,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,2,KA Pollard,M Chinnaswamy Stadium,Umpire A,Umpire B
449,2014,Delhi,2014-04-26,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,bat,normal,0,Sunrisers Hyderabad,73,0,KA Pollard,Arun Jaitley Stadium,Umpire A,Umpire B
450,2014,Chennai,2014-04-16,Delhi Capitals,Gujarat Titans,Gujarat Titans,field,normal,0,Gujarat Titans,0,4,V Kohli,MA Chidambaram Stadium,Umpire A,Umpire B
451,2014,Pune,2014-04-27,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,bat,normal,0,Lucknow Super Giants,16,0,CH Gayle,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
452,2014,Pune,2014-04-26,Chennai Super Kings,Punjab Kings,Punjab Kings,bat,normal,0,Punjab Kings,63,0,RG Sharma,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
453,2014,Bangalore,2014-04-09,Delhi Capitals,Gujarat Titans,Gujarat Titans,field,normal,0,Gujarat Titans,0,9,AM Rahane,M Chinnaswamy Stadium,Umpire A,Umpire B
454,2014,Ahmedabad,2014-04-08,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,6,KA Pollard,Narendra Modi Stadium,Umpire A,Umpire B
455,2014,Kolkata,2014-04-19,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Punjab Kings,18,0,KL Rahul,Eden Gardens,Umpire A,Umpire B
456,2014,Mumbai,2014-04-08,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,51,0,CH Gayle,Wankhede Stadium,Umpire A,Umpire B
457,2014,Hyderabad,2014-04-10,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,75,0,V Kohli,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
458,2014,Mumbai,2014-04-14,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,0,Sunrisers Hyderabad,0,7,JM Bairstow,Wankhede Stadium,Umpire A,Umpire B
459,2014,Pune,2014-04-28,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,3,RG Sharma,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
460,2014,Mohali,2014-04-06,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,normal,0,Lucknow Super Giants,0,2,Q de Kock,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
461,2014,Mumbai,2014-04-16,Mumbai Indians,Gujarat Titans,Mumbai Indians,field,normal,0,Mumbai Indians,0,7,SR Watson,Wankhede Stadium,Umpire A,Umpire B
462,2015,Mumbai,2015-04-25,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,7,DA Warner,Wankhede Stadium,Umpire A,Umpire B
463,2015,Mumbai,2015-04-07,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,field,normal,0,Royal Challengers Bangalore,0,7,Q de Kock,Wankhede Stadium,Umpire A,Umpire B
464,2015,Ahmedabad,2015-04-20,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,normal,0,Delhi Capitals,0,8,KS Williamson,Narendra Modi Stadium,Umpire A,Umpire B
465,2015,Hyderabad,2015-04-13,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Punjab Kings,27,0,G Gambhir,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
466,2015,Jaipur,2015-04-19,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,bat,normal,0,Sunrisers Hyderabad,22,0,IS Sodhi,Sawai Mansingh Stadium,Umpire A,Umpire B
467,2015,Hyderabad,2015-04-09,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,0,Rajasthan Royals,68,0,DA Warner,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
468,2015,Ahmedabad,2015-04-07,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,bat,no result,0,,0,0,RG Sharma,Narendra Modi Stadium,Umpire A,Umpire B
469,2015,Jaipur,2015-04-18,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Royal Challengers Bangalore,0,5,RG Sharma,Sawai Mansingh Stadium,Umpire A,Umpire B
470,2015,Mumbai,2015-04-29,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,normal,0,Sunrisers Hyderabad,0,2,SR Watson,Wankhede Stadium,Umpire A,Umpire B
471,2015,Mumbai,2015-04-28,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Mumbai Indians,50,0,G Gambhir,Wankhede Stadium,Umpire A,Umpire B
472,2015,Chennai,2015-04-08,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,bat,normal,0,Delhi Capitals,17,0,DA Warner,MA Chidambaram Stadium,Umpire A,Umpire B
473,2015,Hyderabad,2015-04-21,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,0,6,V Kohli,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
474,2015,Mumbai,2015-04-04,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,normal,0,Kolkata Knight Riders,0,1,PP Shaw,Wankhede Stadium,Umpire A,Umpire B
475,2015,Delhi,2015-04-05,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,normal,0,Delhi Capitals,0,4,RR Pant,Arun Jaitley Stadium,Umpire A,Umpire B
476,2015,Pune,2015-04-11,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,13,0,G Gambhir,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
477,2015,Hyderabad,2015-04-05,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,4,MS Dhoni,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
478,2015,Mumbai,2015-04-18,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,no result,0,,0,0,AB de Villiers,Wankhede Stadium,Umpire A,Umpire B
479,2015,Pune,2015-04-14,Punjab Kings,Rajasthan Royals,Punjab Kings,field,normal,0,Punjab Kings,0,2,RR Pant,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
480,2015,Chennai,2015-04-02,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Punjab Kings,0,7,MS Dhoni,MA Chidambaram Stadium,Umpire A,Umpire B
481,2015,Bangalore,2015-04-08,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,normal,0,Sunrisers Hyderabad,11,0,HH Pandya,M Chinnaswamy Stadium,Umpire A,Umpire B
482,2015,Chennai,2015-04-12,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,0,9,AB de Villiers,MA Chidambaram Stadium,Umpire A,Umpire B
483,2015,Delhi,2015-04-15,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Punjab Kings,0,4,SR Watson,Arun Jaitley Stadium,Umpire A,Umpire B
484,2015,Bangalore,2015-04-09,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,normal,0,Royal Challengers Bangalore,0,1,CH Gayle,M Chinnaswamy Stadium,Umpire A,Umpire B
485,2015,Mumbai,2015-04-13,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,4,AM Rahane,Wankhede Stadium,Umpire A,Umpire B
486,2015,Delhi,2015-04-27,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,field,normal,0,Lucknow Super Giants,0,8,SR Watson,Arun Jaitley Stadium,Umpire A,Umpire B
487,2015,Jaipur,2015-04-26,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,bat,normal,0,Lucknow Super Giants,53,0,CH Gayle,Sawai Mansingh Stadium,Umpire A,Umpire B
488,2015,Kolkata,2015-04-20,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,normal,0,Delhi Capitals,35,0,S Dhawan,Eden Gardens,Umpire A,Umpire B
489,2015,Hyderabad,2015-04-12,Mumbai Indians,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,4,CH Gayle,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
490,2015,Pune,2015-04-28,Gujarat Titans,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,8,DA Warner,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
491,2015,Mumbai,2015-04-17,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,normal,0,Punjab Kings,0,7,SK Raina,Wankhede Stadium,Umpire A,Umpire B
492,2015,Chennai,2015-04-05,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,field,no result,0,,0,0,PP Shaw,MA Chidambaram Stadium,Umpire A,Umpire B
493,2015,Mumbai,2015-04-07,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,field,no result,0,,0,0,KA Pollard,Wankhede Stadium,Umpire A,Umpire B
494,2015,Chennai,2015-04-29,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,1,PP Shaw,MA Chidambaram Stadium,Umpire A,Umpire B
495,2015,Mohali,2015-04-28,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,normal,0,Sunrisers Hyderabad,0,6,V Kohli,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
496,2015,Bangalore,2015-04-10,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,bat,normal,0,Mumbai Indians,25,0,G Gambhir,M Chinnaswamy Stadium,Umpire A,Umpire B
497,2015,Bangalore,2015-04-23,Lucknow Super Giants,Punjab Kings,Punjab Kings,bat,normal,0,Punjab Kings,75,0,KL Rahul,M Chinnaswamy Stadium,Umpire A,Umpire B
498,2015,Mumbai,2015-04-04,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,0,8,HH Pandya,Wankhede Stadium,Umpire A,Umpire B
499,2015,Pune,2015-04-07,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Capitals,0,2,Q de Kock,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
500,2015,Mohali,2015-04-02,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,34,0,HH Pandya,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
501,2015,Mohali,2015-04-14,Gujarat Titans,Mumbai Indians,Mumbai Indians,bat,normal,0,Gujarat Titans,14,0,IS Sodhi,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
502,2015,Mumbai,2015-04-21,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Mumbai Indians,0,2,IS Sodhi,Wankhede Stadium,Umpire A,Umpire B
503,2015,Pune,2015-04-15,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,normal,0,Rajasthan Royals,0,1,SK Raina,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
504,2015,Ahmedabad,2015-04-10,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,normal,0,Mumbai Indians,0,4,S Dhawan,Narendra Modi Stadium,Umpire A,Umpire B
505,2015,Chennai,2015-04-21,Delhi Capitals,Gujarat Titans,Delhi Capitals,field,normal,0,Gujarat Titans,0,7,KA Pollard,MA Chidambaram Stadium,Umpire A,Umpire B
506,2015,Hyderabad,2015-04-23,Punjab Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Punjab Kings,0,6,KL Rahul,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
507,2015,Ahmedabad,2015-04-28,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Royal Challengers Bangalore,0,6,Q de Kock,Narendra Modi Stadium,Umpire A,Umpire B
508,2015,Mohali,2015-04-05,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,bat,normal,0,Lucknow Super Giants,34,0,DA Warner,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
509,2015,Hyderabad,2015-04-24,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Kolkata Knight Riders,0,2,KS Williamson,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
510,2015,Mohali,2015-04-12,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,normal,0,Chennai Super Kings,70,0,AM Rahane,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
511,2015,Delhi,2015-04-17,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,normal,0,Kolkata Knight Riders,0,4,KS Williamson,Arun Jaitley Stadium,Umpire A,Umpire B
512,2015,Bangalore,2015-04-25,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,G Gambhir,M Chinnaswamy Stadium,Umpire A,Umpire B
513,2015,Bangalore,2015-04-09,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,field,no result,0,,0,0,MS Dhoni,M Chinnaswamy Stadium,Umpire A,Umpire B
514,2015,Ahmedabad,2015-04-21,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,4,RG Sharma,Narendra Modi Stadium,Umpire A,Umpire B
515,2015,Pune,2015-04-04,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,0,1,CH Gayle,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
516,2015,Kolkata,2015-04-29,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,SK Raina,Eden Gardens,Umpire A,Umpire B
517,2015,Chennai,2015-04-13,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,bat,normal,0,Delhi Capitals,73,0,MS Dhoni,MA Chidambaram Stadium,Umpire A,Umpire B
518,2015,Delhi,2015-04-10,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,1,IS Sodhi,Arun Jaitley Stadium,Umpire A,Umpire B
519,2015,Kolkata,2015-04-02,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,5,KA Pollard,Eden Gardens,Umpire A,Umpire B
520,2015,Pune,2015-04-21,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,9,RR Pant,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
521,2015,Pune,2015-04-19,Gujarat Titans,Rajasthan Royals,Gujarat Titans,field,normal,0,Rajasthan Royals,0,3,V Kohli,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
522,2015,Chennai,2015-04-20,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,1,KA Pollard,MA Chidambaram Stadium,Umpire A,Umpire B
523,2015,Jaipur,2015-04-07,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,normal,0,Delhi Capitals,0,1,DA Warner,Sawai Mansingh Stadium,Umpire A,Umpire B
524,2015,Kolkata,2015-04-22,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,bat,normal,0,Royal Challengers Bangalore,25,0,JM Bairstow,Eden Gardens,Umpire A,Umpire B
525,2015,Jaipur,2015-04-05,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,0,1,KS Williamson,Sawai Mansingh Stadium,Umpire A,Umpire B
